label,pred,img_path,score,x,y
cat,cat,https://clusterfun.cc/cifar10/cat/0261.png,1.0,8.485807,8.400528
cat,cat,https://clusterfun.cc/cifar10/cat/0507.png,0.6861033,6.7990336,7.3650713
cat,cat,https://clusterfun.cc/cifar10/cat/0088.png,0.99931777,5.7246757,8.405891
cat,cat,https://clusterfun.cc/cifar10/cat/0936.png,1.0,8.183738,10.626339
cat,dog,https://clusterfun.cc/cifar10/cat/0922.png,0.6654031,5.977689,9.47247
cat,cat,https://clusterfun.cc/cifar10/cat/0739.png,1.0,6.5328856,9.6185055
cat,cat,https://clusterfun.cc/cifar10/cat/0077.png,0.99371237,5.344424,9.290485
cat,cat,https://clusterfun.cc/cifar10/cat/0711.png,0.9999808,5.582157,9.904316
cat,frog,https://clusterfun.cc/cifar10/cat/0705.png,0.8761135,7.014392,9.025641
cat,cat,https://clusterfun.cc/cifar10/cat/0063.png,1.0,8.155969,9.30059
cat,horse,https://clusterfun.cc/cifar10/cat/0842.png,0.9816506,6.3604536,9.88132
cat,dog,https://clusterfun.cc/cifar10/cat/0856.png,0.9907849,7.2337093,9.641261
cat,cat,https://clusterfun.cc/cifar10/cat/0659.png,0.98127925,7.5250893,7.6261163
cat,bird,https://clusterfun.cc/cifar10/cat/0881.png,0.8942793,7.3949766,9.462166
cat,cat,https://clusterfun.cc/cifar10/cat/0895.png,0.9999857,6.231651,6.91465
cat,cat,https://clusterfun.cc/cifar10/cat/0103.png,1.0,8.035381,8.245823
cat,cat,https://clusterfun.cc/cifar10/cat/0665.png,0.99997723,6.6240654,8.051119
cat,deer,https://clusterfun.cc/cifar10/cat/0671.png,0.7192357,9.183651,11.018882
cat,cat,https://clusterfun.cc/cifar10/cat/0117.png,0.9985191,6.4337316,8.827169
cat,cat,https://clusterfun.cc/cifar10/cat/0498.png,1.0,9.462958,10.492904
cat,cat,https://clusterfun.cc/cifar10/cat/0329.png,0.9999962,6.0654306,7.529718
cat,ship,https://clusterfun.cc/cifar10/cat/0467.png,0.9888847,6.765096,8.605045
cat,dog,https://clusterfun.cc/cifar10/cat/0301.png,0.91726696,6.5530677,10.669557
cat,cat,https://clusterfun.cc/cifar10/cat/0315.png,0.98125994,6.0036855,8.232099
cat,cat,https://clusterfun.cc/cifar10/cat/0473.png,0.9998814,5.6223636,6.6149554
cat,cat,https://clusterfun.cc/cifar10/cat/0314.png,0.99999106,5.1455007,8.764002
cat,cat,https://clusterfun.cc/cifar10/cat/0472.png,0.9999994,8.574751,8.572656
cat,cat,https://clusterfun.cc/cifar10/cat/0466.png,0.90453464,7.262742,6.3268013
cat,cat,https://clusterfun.cc/cifar10/cat/0300.png,0.9999813,5.5848994,8.873085
cat,cat,https://clusterfun.cc/cifar10/cat/0328.png,0.99979275,8.488619,8.806245
cat,cat,https://clusterfun.cc/cifar10/cat/0499.png,0.93826437,9.478986,10.246643
cat,bird,https://clusterfun.cc/cifar10/cat/0670.png,0.9690344,6.2357326,8.943964
cat,cat,https://clusterfun.cc/cifar10/cat/0116.png,0.9998443,8.450239,10.419448
cat,cat,https://clusterfun.cc/cifar10/cat/0102.png,0.99999976,5.2242393,7.612168
cat,cat,https://clusterfun.cc/cifar10/cat/0664.png,0.9999577,8.692247,7.580214
cat,cat,https://clusterfun.cc/cifar10/cat/0894.png,0.9999999,5.8797603,8.30867
cat,cat,https://clusterfun.cc/cifar10/cat/0880.png,0.99933416,7.24069,8.401695
cat,cat,https://clusterfun.cc/cifar10/cat/0658.png,0.9840058,8.191245,8.843702
cat,cat,https://clusterfun.cc/cifar10/cat/0857.png,0.5969897,5.811384,9.899413
cat,cat,https://clusterfun.cc/cifar10/cat/0843.png,1.0,5.315915,7.7667165
cat,cat,https://clusterfun.cc/cifar10/cat/0704.png,0.9999958,6.05241,7.552925
cat,cat,https://clusterfun.cc/cifar10/cat/0062.png,1.0,6.7325244,7.730479
cat,cat,https://clusterfun.cc/cifar10/cat/0076.png,1.0,6.0380187,8.580909
cat,cat,https://clusterfun.cc/cifar10/cat/0710.png,0.8968,5.276673,9.973402
cat,cat,https://clusterfun.cc/cifar10/cat/0738.png,0.9999999,8.438777,9.72166
cat,cat,https://clusterfun.cc/cifar10/cat/0923.png,0.99957854,5.820882,8.923275
cat,cat,https://clusterfun.cc/cifar10/cat/0089.png,0.9999999,8.559361,9.0974455
cat,cat,https://clusterfun.cc/cifar10/cat/0937.png,0.99963105,8.70403,7.5905323
cat,cat,https://clusterfun.cc/cifar10/cat/0260.png,0.9999999,5.5645423,10.025822
cat,cat,https://clusterfun.cc/cifar10/cat/0506.png,1.0,7.8735523,9.624259
cat,cat,https://clusterfun.cc/cifar10/cat/0512.png,0.96622556,9.014946,11.103065
cat,dog,https://clusterfun.cc/cifar10/cat/0274.png,0.9109235,6.4295583,6.9053035
cat,cat,https://clusterfun.cc/cifar10/cat/0248.png,0.99999833,9.093399,10.13685
cat,cat,https://clusterfun.cc/cifar10/cat/0289.png,0.9978404,7.507834,9.162064
cat,dog,https://clusterfun.cc/cifar10/cat/0538.png,0.9946491,8.21386,8.917448
cat,cat,https://clusterfun.cc/cifar10/cat/0504.png,0.99989915,9.417871,9.980702
cat,cat,https://clusterfun.cc/cifar10/cat/0262.png,1.0,6.2424245,9.154922
cat,cat,https://clusterfun.cc/cifar10/cat/0276.png,0.99329233,6.8986654,8.463006
cat,dog,https://clusterfun.cc/cifar10/cat/0510.png,0.9743565,8.363608,9.864976
cat,cat,https://clusterfun.cc/cifar10/cat/0921.png,0.99994564,6.1102347,8.233184
cat,cat,https://clusterfun.cc/cifar10/cat/0935.png,0.9999982,7.4660444,8.914151
cat,cat,https://clusterfun.cc/cifar10/cat/0909.png,0.73900974,7.0992484,10.565768
cat,cat,https://clusterfun.cc/cifar10/cat/0048.png,1.0,5.549044,9.643859
cat,cat,https://clusterfun.cc/cifar10/cat/0060.png,0.9999993,7.2498894,8.104451
cat,cat,https://clusterfun.cc/cifar10/cat/0706.png,1.0,8.80531,8.721842
cat,cat,https://clusterfun.cc/cifar10/cat/0712.png,0.7097266,8.033276,8.311685
cat,dog,https://clusterfun.cc/cifar10/cat/0074.png,0.9999944,6.8921375,10.855109
cat,cat,https://clusterfun.cc/cifar10/cat/0855.png,0.9999958,7.694889,8.961604
cat,cat,https://clusterfun.cc/cifar10/cat/0841.png,0.9988746,6.1668973,10.377151
cat,deer,https://clusterfun.cc/cifar10/cat/0699.png,0.99989915,7.230303,9.19494
cat,cat,https://clusterfun.cc/cifar10/cat/0869.png,1.0,5.275849,9.487207
cat,cat,https://clusterfun.cc/cifar10/cat/0128.png,0.9999975,7.287992,6.2035284
cat,cat,https://clusterfun.cc/cifar10/cat/0896.png,1.0,9.959689,9.903444
cat,ship,https://clusterfun.cc/cifar10/cat/0882.png,0.5814412,6.7927413,8.493571
cat,cat,https://clusterfun.cc/cifar10/cat/0114.png,0.80496395,6.6279016,9.042835
cat,cat,https://clusterfun.cc/cifar10/cat/0672.png,1.0,5.7933154,9.051827
cat,deer,https://clusterfun.cc/cifar10/cat/0666.png,0.763867,7.683908,9.076021
cat,cat,https://clusterfun.cc/cifar10/cat/0100.png,0.9294153,5.375357,7.7441235
cat,cat,https://clusterfun.cc/cifar10/cat/0458.png,0.99999213,5.3458943,9.720751
cat,cat,https://clusterfun.cc/cifar10/cat/0470.png,0.6091383,7.3492665,8.911955
cat,horse,https://clusterfun.cc/cifar10/cat/0316.png,0.92958647,6.075033,8.202278
cat,bird,https://clusterfun.cc/cifar10/cat/0302.png,0.9760676,7.6637626,8.723841
cat,cat,https://clusterfun.cc/cifar10/cat/0464.png,1.0,5.6488094,8.358468
cat,cat,https://clusterfun.cc/cifar10/cat/0303.png,0.99991,6.3467827,10.08478
cat,cat,https://clusterfun.cc/cifar10/cat/0465.png,0.7720111,7.621581,8.476745
cat,cat,https://clusterfun.cc/cifar10/cat/0471.png,1.0,6.099729,6.7583833
cat,dog,https://clusterfun.cc/cifar10/cat/0317.png,0.7331,7.6209164,9.574008
cat,cat,https://clusterfun.cc/cifar10/cat/0459.png,1.0,9.099737,11.133165
cat,dog,https://clusterfun.cc/cifar10/cat/0667.png,0.99509984,7.295799,10.134384
cat,cat,https://clusterfun.cc/cifar10/cat/0101.png,0.9997855,7.456175,9.21167
cat,dog,https://clusterfun.cc/cifar10/cat/0115.png,0.8825328,9.103262,10.016364
cat,cat,https://clusterfun.cc/cifar10/cat/0673.png,1.0,9.495822,10.550505
cat,cat,https://clusterfun.cc/cifar10/cat/0883.png,0.6568559,9.214187,11.017883
cat,dog,https://clusterfun.cc/cifar10/cat/0129.png,0.7684227,9.152145,10.128631
cat,cat,https://clusterfun.cc/cifar10/cat/0897.png,0.6162595,6.6504803,9.928487
cat,dog,https://clusterfun.cc/cifar10/cat/0868.png,0.99725,7.292561,6.279881
cat,cat,https://clusterfun.cc/cifar10/cat/0698.png,0.9405382,8.670229,10.62131
cat,dog,https://clusterfun.cc/cifar10/cat/0840.png,0.9997124,7.7913404,9.338391
cat,cat,https://clusterfun.cc/cifar10/cat/0854.png,1.0,5.7767625,9.771256
cat,cat,https://clusterfun.cc/cifar10/cat/0713.png,0.95105827,6.7358074,9.359311
cat,cat,https://clusterfun.cc/cifar10/cat/0075.png,0.99837756,5.5886397,8.282895
cat,cat,https://clusterfun.cc/cifar10/cat/0061.png,0.9998337,8.569279,9.695554
cat,cat,https://clusterfun.cc/cifar10/cat/0707.png,1.0,7.6776824,9.824953
cat,cat,https://clusterfun.cc/cifar10/cat/0049.png,0.5091331,8.684745,10.803586
cat,cat,https://clusterfun.cc/cifar10/cat/0908.png,0.99799466,6.8140283,8.766965
cat,cat,https://clusterfun.cc/cifar10/cat/0934.png,0.999739,7.2607203,7.8741994
cat,cat,https://clusterfun.cc/cifar10/cat/0920.png,0.91586137,7.250333,9.461307
cat,cat,https://clusterfun.cc/cifar10/cat/0277.png,0.9999999,5.685017,8.508373
cat,cat,https://clusterfun.cc/cifar10/cat/0511.png,1.0,6.7004743,7.809736
cat,cat,https://clusterfun.cc/cifar10/cat/0505.png,0.98252755,6.666169,10.432587
cat,cat,https://clusterfun.cc/cifar10/cat/0263.png,1.0,6.2701206,6.9088182
cat,cat,https://clusterfun.cc/cifar10/cat/0539.png,1.0,7.8105626,8.881837
cat,cat,https://clusterfun.cc/cifar10/cat/0288.png,0.9618119,8.285676,8.667698
cat,cat,https://clusterfun.cc/cifar10/cat/0589.png,0.9999999,7.979381,9.142111
cat,cat,https://clusterfun.cc/cifar10/cat/0562.png,1.0,9.187218,9.298922
cat,cat,https://clusterfun.cc/cifar10/cat/0204.png,0.78476197,9.057845,10.172643
cat,cat,https://clusterfun.cc/cifar10/cat/0210.png,1.0,7.608067,9.565538
cat,cat,https://clusterfun.cc/cifar10/cat/0576.png,0.957394,7.457539,9.078591
cat,cat,https://clusterfun.cc/cifar10/cat/0238.png,0.9980507,7.7614565,9.853308
cat,cat,https://clusterfun.cc/cifar10/cat/0947.png,0.99820626,7.1219926,8.175144
cat,cat,https://clusterfun.cc/cifar10/cat/0953.png,1.0,7.6656747,8.762211
cat,cat,https://clusterfun.cc/cifar10/cat/0006.png,0.9981919,7.3186316,7.4195123
cat,cat,https://clusterfun.cc/cifar10/cat/0760.png,1.0,6.6923,10.248348
cat,deer,https://clusterfun.cc/cifar10/cat/0774.png,0.9672522,7.2163415,8.317893
cat,cat,https://clusterfun.cc/cifar10/cat/0012.png,0.99995685,9.61405,10.267198
cat,cat,https://clusterfun.cc/cifar10/cat/0984.png,0.99647874,7.047217,10.521418
cat,cat,https://clusterfun.cc/cifar10/cat/0990.png,0.99999654,9.315233,10.469209
cat,cat,https://clusterfun.cc/cifar10/cat/0748.png,0.9999944,8.071403,9.448089
cat,cat,https://clusterfun.cc/cifar10/cat/0833.png,0.99999976,8.971065,11.009493
cat,cat,https://clusterfun.cc/cifar10/cat/0827.png,1.0,6.3166094,9.410396
cat,dog,https://clusterfun.cc/cifar10/cat/0199.png,0.5070549,9.74346,9.548669
cat,deer,https://clusterfun.cc/cifar10/cat/0172.png,0.9540796,7.3332667,8.007824
cat,cat,https://clusterfun.cc/cifar10/cat/0614.png,1.0,5.2453613,7.695498
cat,cat,https://clusterfun.cc/cifar10/cat/0600.png,0.6887847,6.5517244,8.211074
cat,cat,https://clusterfun.cc/cifar10/cat/0166.png,1.0,7.169982,7.5601344
cat,frog,https://clusterfun.cc/cifar10/cat/0628.png,0.99497163,6.313002,10.315647
cat,cat,https://clusterfun.cc/cifar10/cat/0416.png,0.99982494,6.5063086,9.881045
cat,dog,https://clusterfun.cc/cifar10/cat/0370.png,0.93742263,9.902897,10.370691
cat,cat,https://clusterfun.cc/cifar10/cat/0364.png,0.999992,6.793407,8.70296
cat,cat,https://clusterfun.cc/cifar10/cat/0402.png,1.0,5.500004,9.8714905
cat,cat,https://clusterfun.cc/cifar10/cat/0358.png,0.99995613,5.5395546,8.165901
cat,cat,https://clusterfun.cc/cifar10/cat/0359.png,1.0,8.634209,10.604438
cat,cat,https://clusterfun.cc/cifar10/cat/0365.png,0.99999356,7.6482205,8.848084
cat,cat,https://clusterfun.cc/cifar10/cat/0403.png,1.0,4.7263627,7.381425
cat,cat,https://clusterfun.cc/cifar10/cat/0417.png,0.99746007,6.2271824,7.9311924
cat,cat,https://clusterfun.cc/cifar10/cat/0371.png,0.8445252,8.305365,8.166469
cat,cat,https://clusterfun.cc/cifar10/cat/0629.png,1.0,5.6283846,7.697166
cat,dog,https://clusterfun.cc/cifar10/cat/0601.png,0.92760015,6.8279037,8.212024
cat,cat,https://clusterfun.cc/cifar10/cat/0167.png,0.9999931,8.012249,8.48308
cat,cat,https://clusterfun.cc/cifar10/cat/0173.png,0.9999987,10.185659,10.459411
cat,cat,https://clusterfun.cc/cifar10/cat/0615.png,0.9999999,6.1423955,8.74739
cat,cat,https://clusterfun.cc/cifar10/cat/0826.png,1.0,9.149289,9.965205
cat,cat,https://clusterfun.cc/cifar10/cat/0198.png,0.808861,5.7946186,10.129312
cat,cat,https://clusterfun.cc/cifar10/cat/0832.png,0.9985739,5.6132617,8.912898
cat,cat,https://clusterfun.cc/cifar10/cat/0749.png,0.9999515,7.662496,9.273327
cat,cat,https://clusterfun.cc/cifar10/cat/0991.png,1.0,7.599694,9.54818
cat,ship,https://clusterfun.cc/cifar10/cat/0985.png,0.99957734,9.000136,11.003975
cat,cat,https://clusterfun.cc/cifar10/cat/0775.png,1.0,5.2567096,9.258914
cat,cat,https://clusterfun.cc/cifar10/cat/0013.png,1.0,5.985859,7.7687097
cat,cat,https://clusterfun.cc/cifar10/cat/0007.png,0.9174128,7.5426116,8.42282
cat,cat,https://clusterfun.cc/cifar10/cat/0761.png,0.99902344,6.5782366,8.954702
cat,cat,https://clusterfun.cc/cifar10/cat/0952.png,1.0,9.047503,9.552414
cat,cat,https://clusterfun.cc/cifar10/cat/0946.png,0.9999999,6.6884637,9.6081
cat,cat,https://clusterfun.cc/cifar10/cat/0239.png,0.6598116,8.980259,9.810391
cat,cat,https://clusterfun.cc/cifar10/cat/0211.png,0.99999785,4.7960534,7.4894757
cat,cat,https://clusterfun.cc/cifar10/cat/0577.png,0.99862874,6.9665537,10.602125
cat,cat,https://clusterfun.cc/cifar10/cat/0563.png,0.9999851,9.602956,10.262569
cat,deer,https://clusterfun.cc/cifar10/cat/0205.png,0.9786048,6.9760675,10.515503
cat,dog,https://clusterfun.cc/cifar10/cat/0588.png,0.9735519,6.1811414,7.7349315
cat,cat,https://clusterfun.cc/cifar10/cat/0575.png,0.99999607,7.953949,9.340931
cat,cat,https://clusterfun.cc/cifar10/cat/0213.png,0.9969007,10.208001,10.463475
cat,cat,https://clusterfun.cc/cifar10/cat/0207.png,1.0,6.6276298,10.272754
cat,cat,https://clusterfun.cc/cifar10/cat/0561.png,1.0,5.6945505,8.623108
cat,frog,https://clusterfun.cc/cifar10/cat/0549.png,0.99765897,6.1979127,8.873856
cat,cat,https://clusterfun.cc/cifar10/cat/0978.png,1.0,6.303143,8.153921
cat,cat,https://clusterfun.cc/cifar10/cat/0788.png,1.0,6.2670617,8.80949
cat,cat,https://clusterfun.cc/cifar10/cat/0950.png,1.0,5.741424,7.7194867
cat,automobile,https://clusterfun.cc/cifar10/cat/0944.png,0.74625766,6.6759796,7.3351736
cat,cat,https://clusterfun.cc/cifar10/cat/0011.png,0.9755764,7.011865,9.857118
cat,cat,https://clusterfun.cc/cifar10/cat/0777.png,1.0,8.371801,9.290868
cat,cat,https://clusterfun.cc/cifar10/cat/0763.png,1.0,7.873625,9.3857355
cat,dog,https://clusterfun.cc/cifar10/cat/0005.png,0.98955417,6.7924767,9.483777
cat,cat,https://clusterfun.cc/cifar10/cat/0993.png,0.9999875,8.463889,8.418539
cat,cat,https://clusterfun.cc/cifar10/cat/0987.png,0.9999269,8.747956,10.667989
